CommodityCode,CommodityName
441194,"Fibreboard (other than MDF) of a density not exceeding 0.5g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances"
441210,"Plywood, veneered panels and similar laminated wood; of bamboo"
441231,"Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with at least one outer ply of tropical wood"
441239,"Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with both outer plies of coniferous wood"
441294,"Blockboard, laminboard and battenboard (not bamboo, and other than plywood consisting only of sheets of wood each ply 6mm or thinner)"
441299,"Plywood, veneered panels and similar laminated wood (other than blockboard, laminboard and battenboard, other than of bamboo, and other than plywood consisting only of sheets of wood each ply 6mm or thinner)"
441300,"Wood; densified wood, in blocks, plates, strips or profile shapes"
441400,"Wooden frames; for paintings, photographs, mirrors or similar objects"
441510,"Wood; cases, boxes, crates, drums, similar packings and cable-drums"
441520,"Wood; pallets, box pallets and other load boards; pallet collars"
441600,"Wood; casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves"
441700,"Wood; tools, tool bodies, tool handles, broom or brush bodies and handles, boot and shoe lasts and trees, of wood"
441810,"Wood; windows, French-windows and their frames"
441820,Wood; doors and their frames and thresholds
441875,"Wood; assembled flooring panels, not of bamboo or with at least the top layer (wear layer) of bamboo, multilayer"
441879,"Wood; assembled flooring panels, n.e.c in headings 4418.73, 4418.74 or 4418.75"
441891,"Wood; builders' joinery and carpentry of wood n.e.c. in heading no. 4418, of bamboo"
441899,"Wood; builders' joinery and carpentry of wood n.e.c. in heading no. 4418, other than of bamboo"
441911,"Tableware and kitchenware, of wood; of bamboo, bread boards, chopping boards and similar boards"
441990,"Tableware and kitchenware, of wood; not of bamboo"
442010,Wood; statuettes and other ornaments of wood
442090,"Wood; marquetry and inlaid wood, caskets and cases for jewellery or cutlery and similar articles of wood, wooden articles of furniture not falling in chapter 94"
442110,Wood; clothes hangers
442191,"Wood; of bamboo, articles n.e.c. in heading no. 4414 to 4420 (excluding clothes hangers)"
442199,"Wood; not of bamboo, articles n.e.c. in heading no. 4414 to 4420 (excluding clothes hangers)"
450190,"Cork; waste cork, crushed, granulated or ground cork"
450390,Cork; articles of natural cork other than corks and stoppers
450410,"Cork; blocks, plates, sheets and strip, tiles of any shape, solid cylinders (including discs), of agglomerated cork (with or without a binding substance)"
460121,"Plaiting materials, plaits and similar products of plaiting materials; mats, matting and screens, of bamboo"
460122,"Plaiting materials, plaits and similar products of plaiting materials; mats, matting and screens, of rattan"
460129,"Plaiting materials, plaits and similar products of plaiting materials; mats, matting and screens, of vegetable materials other than bamboo or rattan"
460193,"Plaiting materials, plaits and similar products of plaiting materials; (not mats, matting or screens), of rattan"
460194,"Plaiting materials, plaits and similar products of plaiting materials; (not mats, matting or screens), of vegetable materials other than bamboo or rattan"
460199,"Plaiting materials, plaits and similar products of plaiting materials; products of non-vegetable materials"
460211,"Basketwork, wickerwork and other articles; of bamboo, made directly to shape from plaiting materials or made up from goods of heading no. 4601"
460212,"Basketwork, wickerwork and other articles; of rattan, made directly to shape from plaiting materials or made up from goods of heading no. 4601"
460219,"Basketwork, wickerwork and other articles; of vegetable materials (not bamboo or rattan), made directly to shape from plaiting materials or made up from goods of heading no. 4601; articles of loofah"
460290,"Basketwork, wickerwork and other articles; of non-vegetable materials, made directly to shape from plaiting materials or made up from goods of heading no. 4601"
470620,Pulp; of fibres derived from recovered (waste and scrap) paper or paperboard
470692,"Pulp; of fibrous cellulosic material, other than of bamboo or fibres derived from recovered (waste and scrap) paper or paperboard or from cotton linters pulp, chemical"
470693,"Pulp; of fibrous cellulosic material, other than of bamboo or fibres derived from recovered (waste and scrap) paper or paperboard or from cotton linters pulp, obtained by a combination of mechanical and chemical processes"
470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or corrugated paper or paperboard"
470720,"Paper or paperboard; waste and scrap, paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass"
470730,"Paper or paperboard; waste and scrap, paper or paperboard made mainly of mechanical pulp (e.g. newspapers, journals and similar printed matter)"
470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.c. in heading no. 4707 and of unsorted waste and scrap"
480100,"Newsprint; made of fibres obtained essentially by a chemi-mechanical process or of a weight, per m2, of more than 57g but not more than 65g, in rolls or sheets"
480210,Hand-made paper or paperboard
480220,"Uncoated paper and paperboard (not 4801 or 4803); of a kind used as a base for photo-sensitive, heat-sensitive or electro-sensitive paper or paperboard, in rolls or sheets"
480254,"Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weighing less than 40g/m2, in rolls or sheets"
480255,"Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weighing 40g/m2 to 150g/m2, in rolls"
480256,"Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weight 40-150g/m2, in sheets 435mm or less by 297mm or less (unfolded)"
480258,"Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weighing more than 150g/m2"
480261,"Uncoated paper and paperboard (not 4801 or 4803); over 10% by weight of mechanical or chemi-mechanical processed fibre, in rolls"
480269,"Uncoated paper and paperboard (not 4801 or 4803); over 10% by weight of mechanical or chemi-mechanical processed fibre, other than rolls, other than sheets 435mm or less by 297mm or less (unfolded)"
480300,"Tissue, towel, napkin stock or similar; for household or sanitary use, cellulose, wadding webs of cellulose fibres, in rolls exceeding 36cm in width or rectangular sheets with one side more than 36cm in unfolded state"
480419,"Kraft paper and paperboard; kraftliner, uncoated, bleached, in rolls or sheets, other than that of heading no. 4802 or 4803"
480429,"Kraft paper and paperboard; sack kraft paper, uncoated, bleached, in rolls or sheets, other than that of heading no. 4802 or 4803"
480439,"Kraft paper and paperboard; uncoated, bleached, weight 150g/m2 or less, in rolls or sheets, other than that of heading no. 4802 or 4803"
480442,"Kraft paper and paperboard; uncoated, weight between 150 and 225g/m2, bleached uniformly throughout, more than 95% of total fibre content consists of chemically processed wood fibres, in rolls or sheets"
480449,"Kraft paper and paperboard; uncoated, weight more than 150g/m2 but less than 225g/m2, in rolls or sheets, n.e.c. in item no. 4804.4, other than that of heading no. 4802 or 4803"
480525,"Paper & paperboard; uncoated, testliner (recycled linerboard), weight over 150g/m2, in rolls or sheets"
480530,"Paper and paperboard; sulphite wrapping paper, uncoated, in rolls or sheets"
480540,"Paper and paperboard; filter paper and paperboard, uncoated, in rolls or sheets"
480591,"Paper and paperboard; uncoated, weight 150g/m2 or less, in rolls or sheets, n.e.c. in heading no.4805"
480593,"Paper and paperboard; uncoated, weight 225/m2 or more, in rolls or sheets, n.e.c. in heading no. 4805"
480640,"Paper; glassine and other glazed transparent or translucent papers, in rolls or sheets"
480810,"Paper and paperboard; corrugated, whether or not perforated, in rolls or sheets, other than paper of heading 4803"
480890,"Paper and paperboard; other than corrugated (with or without glued flat surface sheets) or kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls or sheets, other than paper of heading 4803"
480920,"Paper; self-copy paper, whether or not printed, in rolls or sheets"
480990,"Paper; carbon paper and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets"
481013,"Paper and paperboard; coated with kaolin or other inorganic substances, for printing & writing, graphics, containing no, or not more than 10% by weight of total fibres obtained by mechanical or chemi-mechanical process, in rolls"
481014,"Paper and paperboard; coated with kaolin or other inorganic substances, for printing/writing/graphics, having 10% or less by weight of total fibres got mechanical/chemi-mechanical process, sheets, sides 435mm or less by 297mm or less, unfolded,"
481019,"Paper and paperboard; coated with kaolin or other inorganic substances, for printing/writing/graphics, having 10% or less by weight of total fibres got by mechanical/chemi-mechanical process, sides exceeding 435mm and 297mm, unfolded, sheets"
481022,"Paper and paperboard; coated with kaolin or other inorganic substances only, having more than 10% of mechanical or chemi-mechanical processed fibres, for writing, printing or other graphic purposes, light-weight coated paper, in rolls or sheets"
481029,"Paper and paperboard; coated with kaolin or other inorganic substances only, having more than 10% of mechanically processed fibres, (excluding light-weight paper), for writing, printing or other graphic purposes, in rolls or sheets"
481032,"Kraft paper and paperboard; uniformly bleached throughout, coated with inorganic substances, more than 95% of chemically processed wood fibres, weight more than 150g/m2, for non-graphic purposes, in rolls or sheets"
481092,"Paper and paperboard; multi-ply, coated with kaolin or other inorganic substances only, for non-graphic purposes, n.e.c. in heading no. 4810, in rolls or sheets"
481099,"Paper and paperboard; coated with inorganic substances only, whether or not surface-coloured, surface-decorated or printed, n.e.c. in heading no. 4810, in rolls or sheets"
481110,"Paper and paperboard; tarred, bituminised or asphalted, in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810"
481141,"Paper and paperboard; self-adhesive, in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810"
481149,"Paper and paperboard; gummed or adhesive paper and paperboard (excluding self-adhesive), in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810"
481151,"Paper and paperboard; coated, impregnated or covered with plastics (excluding adhesives), bleached, weighing more than 150g/m2, other than goods of heading no. 4803, 4809, or 4810"
481159,"Paper and paperboard; coated, impregnated or covered with plastics (excluding adhesives), other than bleached and weighing more than 150g/m2, other than goods of heading no. 4803, 4809, or 4810"
481160,"Paper and paperboard; coated or impregnated with wax, paraffin wax, stearin, oil or glycerol, other than goods of heading no. 4803, 4809, or 4810"
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose fibres; coated, impregnated, covered, surface-decorated or surface-coloured, n.e.c. in heading no. 4811, in rolls or sheets"
481310,"Paper, cigarette; in the form of booklets or tubes"
481320,"Paper, cigarette; in rolls of a width not exceeding 5cm"
481390,"Paper, cigarette; (other than in rolls of a width not exceeding 5cm, or in booklets or tubes)"
481420,"Wallpaper and similar wall coverings; coated or covered on the face side, with a grained, embossed, coloured, design-printed or otherwise decorated layer of plastics"
481490,Wallpaper and similar wall coverings and window transparencies of paper; n.e.c. in heading 4814
481690,"Paper; carbon paper and other copying or transfer papers (other than those of heading no. 4809), n.e.c. in item no. 4816.20"
481710,Paper and paperboard; envelopes
481720,"Paper and paperboard; letter cards, plain postcards and correspondence cards"
481730,"Paper and paperboard; boxes, pouches, wallets and writing compendiums containing an assortment of paper stationery"
481810,Paper articles; toilet paper
481820,"Paper articles; handkerchiefs, cleansing or facial tissues and towels"
481830,"Paper articles; tablecloths and serviettes, of paper, cellulose wadding or fibres"
481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres"
481890,"Paper articles; articles of paper, cellulose wadding or fibres, n.e.c. in heading no. 4818"
481910,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard"
481920,"Paper and paperboard; folding cartons, boxes and cases, of non-corrugated paper or paperboard"
481930,"Paper and paperboard; sacks and bags of paper, paperboard, cellulose wadding or fibres, having a base of a width of 40cm or more"
481940,"Paper and paperboard; sacks and bags, including cones, of paper, paperboard, cellulose wadding or fibres, having a base width less than 40cm"
481950,"Paper and paperboard; packing containers, including record sleeves, of paper, paperboard, cellulose wadding or fibres, n.e.c. in heading no. 4819"
481960,"Paper and paperboard; box files, letter trays, storage boxes and similar articles, used in offices, shops or the like of paper, paperboard, cellulose wadding or webs of cellulose fibres"
482010,"Paper and paperboard; registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles"
482020,Paper and paperboard; exercise books
482040,Paper and paperboard; manifold business forms and interleaved carbon sets
482050,Paper and paperboard; albums for samples or for collections
482090,Paper or paperboard; stationery n.e.c. in heading no. 4820
482110,"Paper and paperboard; labels or all kinds, printed"
482190,"Paper and paperboard; labels of all kinds, unprinted"
482210,"Paper pulp, paper or paperboard; bobbins, spools, cops and similar supports, of a kind used for winding textile yarn (whether or not perforated or hardened)"
482290,"Paper pulp, paper or paperboard; bobbins, spools, cops and similar supports, other than of a kind used for winding textile yarn (whether or not perforated or hardened)"
482320,Paper and paperboard; filter paper and paperboard
482340,"Paper and paperboard; rolls, sheets and dials, printed for self-recording apparatus"
482369,"Paper and paperboard; trays, dishes, plates, cups and the like, of paper or paperboard other than of bamboo"
482370,Paper pulp; moulded or pressed articles or paper pulp
482390,"Paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres; articles n.e.c. in heading no. 4823"
490110,"Printed matter; in single sheets, whether or not folded"
490191,"Printed matter; dictionaries, encyclopaedias and serial instalments thereof"
490199,"Printed matter; books, brochures, leaflets and similar printed matter n.e.c. in item no. 4901.10 or 4901.91"
490210,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing at least four times a week"
490290,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing less frequently than four times a week"
490300,"Printed matter; children's picture, drawing or colouring books"
490599,"Maps and hydrographic or similar charts; (printed other than in book form), including wall maps, topographical plans and similar"
490600,"Plans and drawings; for architectural, engineering, industrial, commercial, topographical or similar, being originals drawn by hand; hand-written texts; photo- graphic reproductions; their carbon copies"
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and the like of similar title"
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings"
491000,"Calendars; printed, of any kind, including calendar blocks"
491110,"Printed matter; trade advertising material, commercial catalogues and the like"
491191,"Printed matter; pictures, designs and photographs, n.e.c. in item no. 4911.10"
491199,Printed matter; n.e.c. in heading no. 4911
500100,Silk; silk-worm cocoons suitable for reeling
500600,"Silk yarn and yarn spun from silk waste; put up for retail sale, and silk-worm gut"
500710,Silk; woven fabrics of noil silk
500790,Silk; woven fabrics n.e.c. in heading no. 5007
510310,"Wool and hair; noils of wool or of fine animal hair, including yarn waste, but excluding garnetted stock"
510510,Wool; carded
511119,"Fabrics, woven; of carded wool or of carded fine animal hair, containing 85% or more by weight of wool or of fine animal hair, of a weight exceeding 300g/m2"
511120,"Fabrics, woven; of carded wool or carded fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made filaments"
511130,"Fabrics, woven; of carded wool or carded fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made staple fibres"
520100,Cotton; not carded or combed
520210,Cotton; yarn waste (including thread waste)
520299,Cotton; waste other than garnetted stock and yarn (including thread) waste
520300,Cotton; carded or combed
520411,"Cotton; sewing thread, containing 85% or more by weight of cotton, not put up for retail sale"
520420,"Cotton; sewing thread, put up for retail sale"
520522,"Cotton yarn; (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 714.29 but not less than 232.56 decitex (exceeding 14 but not exceeding 43 metric number), not for retail sale"
520523,"Cotton yarn; (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 232.56 but not less than 192.31 decitex (exceeding 43 but not exceeding 52 metric number), not for retail sale"
520524,"Cotton yarn; (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 192.31 but not less than 125 decitex (exceeding 52 but not exceeding 80 metric number), not for retail sale"
520621,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, measuring 714.29 decitex or more, (not exceeding 14 metric number), not for retail sale"
520811,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, plain weave, weighing not more than 100g/m2"
520812,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, plain weave, weighing more than 100g/m2 but not more than 200g/m2"
520822,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, plain weave, weighing more than 100g/m2 but not more than 200g/m2"
520831,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, plain weave, weighing not more than 100g/m2"
520842,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, weighing more than 100g/m2 but not more than 200g/m2"
520859,"Fabrics, woven; containing 85% or more by weight of cotton, printed, of weaves n.e.c. in item no. 5208.5, weighing not more than 200g/m2"
521011,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, plain weave, weighing 200g/m2 or less"
521019,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, of weaves n.e.c. in item no. 5210.1, weighing 200g/m2 or less"
521029,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, bleached, of weaves n.e.c. in item no. 5210.2"
521059,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, printed, of weaves n.e.c. in item no. 5210.5"
521139,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, dyed, of weaves n.e.c. in item no. 5211.3"
521141,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, plain weave"
521213,"Fabrics, woven; of cotton, dyed, weighing not more than 200g/m2, n.e.c. in chapter 52"
521225,"Fabrics, woven; of cotton, printed, weighing more than 200g/m2, n.e.c. in chapter 52"
530390,"Jute and other textile bast fibres; processed but not spun, tow and waste of these fibres, including yarn waste and garnetted stock (excluding flax, hemp (cannabis sativa L.), and ramie)"
530500,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres n.e.c., raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)"
530720,"Yarn; of jute or of other textile bast fibres, multiple (folded) or cabled"
530820,Yarn; of hemp (cannabis sativa L.)
530890,"Yarn; of vegetable textile fibres n.e.c. in heading no. 5306, 5307 and 5308"
530919,"Fabrics, woven; of flax, containing 85% or more flax, other than bleached or unbleached"
531100,"Fabrics, woven; of vegetable textile fibres n.e.c. in heading no. 5309 and 5310, woven fabrics of paper yarn"
540110,"Sewing thread; of synthetic filaments, whether or not put up for retail sale"
540219,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of high tenacity nylon or other polyamides, textured or not; other than aramids, not for retail sale, not sewing thread"
540220,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of high tenacity yarn of polyesters, whether or not textured, not for retail sale, not sewing thread"
540233,"Yarn, synthetic; filament, monofilament (less than 67 decitex), textured, of polyesters, not for retail sale, not sewing thread"
540246,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polyesters (not high tenacity or textured), partially oriented, single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread"
540247,"Yarn, synthetic; filament, monofilament (less than 67 decitex), polyesters (not high tenacity or textured), not partially oriented, single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread"
540262,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polyesters (not high tenacity or textured), multiple (folded) or cabled, not for retail sale, not sewing thread"
540269,"Yarn, synthetic; filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, multiple (folded) or cabled, n.e.c. in heading no. 5402, not for retail sale, not sewing thread"
540349,"Yarn, artificial; filament, monofilament (less than 67 decitex), multiple (folded) or cabled, n.e.c. in heading no. 5403, not for retail sale, not sewing thread"
540419,Monofilament n.e.c. in heading no 5404; of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm
540490,"Filament, synthetic; strip and the like (e.g.. artificial straw), of synthetic textile materials of an apparent width not exceeding 5mm"
540710,"Fabrics, woven; from high tenacity yarn, of nylon, other polyamides or of polyesters"
540720,"Fabrics, woven; from strip or the like, of synthetic textile materials"
540741,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, unbleached or bleached"
540742,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, dyed"
540752,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, dyed"
540754,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, printed"
540761,"Fabrics, woven; containing 85% or more by weight of non-textured polyester filaments"
540769,"Fabrics, woven; containing less than 85% by weight of non-textured polyester filaments"
540772,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), dyed"
540774,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), printed"
540782,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, dyed"
540794,"Fabrics, woven; of synthetic filament yarn, printed, n.e.c. in heading no. 5407"
550110,"Fibres; synthetic filament tow, of nylon or other polyamides"
550120,"Fibres; synthetic filament tow, of polyesters"
550190,"Fibres; synthetic filament tow, of synthetic materials n.e.c. in heading no. 5501"
550320,"Fibres; synthetic staple fibres, of polyesters, not carded, combed or otherwise processed for spinning"
550410,"Fibres; artificial staple fibres, of viscose, not carded, combed or otherwise processed for spinning"
550510,"Fibres; waste (including noils, yarn waste and garnetted stock), of synthetic fibres"
550690,"Fibres; synthetic staple fibres, n.e.c. in heading no. 5506, carded, combed or otherwise processed for spinning"
550810,"Sewing thread; of synthetic staple fibres, whether or not put up for retail sale"
550921,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale"
550931,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic, not put up for retail sale"
550932,"Yarn; (not sewing thread), multiple (folded) or cabled, of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic, not put up for retail sale"
550951,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with artificial staple fibres, not put up for retail sale"
550953,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with cotton, not put up for retail sale"
550999,"Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), n.e.c. in heading no. 5509, not put up for retail sale"
551219,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, other than unbleached or bleached"
551519,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.1"
551599,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in heading no. 5515"
551623,"Fabrics, woven; of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments"
560121,"Wadding; other articles thereof, of cotton"
560122,"Wadding; other articles thereof, of man-made fibres"
560130,Wadding; textile flock and dust and mill neps
560210,"Felt; needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered or laminated"
560290,"Felt; impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded fibre fabrics)"
560311,"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing not more than 25g/m2)"
560312,"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 25g/m2 but not more than 70g/m2)"
560313,"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 70g/m2 but not more than 150g/m2)"
560314,"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 150g/m2)"
560392,"Nonwovens; whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing more than 25g/m2 but not more than 70g/m2)"
560394,"Nonwovens; whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing more than 150g/m2)"
560490,"Yarn; textile yarn, strip, and the like of heading no. 5404 or 5405, impregnated, coated, covered, or sheathed with rubber or plastics, n.e.c. in heading no. 5604"
560500,"Yarn; metallised, whether or not gimped, of textile yarn, or strip or the like of heading no. 5404 or 5405, combined with metal in the form of thread, strip or powder or covered with metal"
560729,"Twine, cordage, ropes, cables; of sisal or other textile fibres of the genus agave (excluding binder or baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed"
560749,"Twine, cordage, ropes, cables; of polyethylene or polypropylene (excluding binder or baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed"
560750,"Twine, cordage, ropes, cables; of synthetic fibres other than polyethylene or polypropylene, whether or not plaited, braided or impregnated, coated, covered or sheathed with rubber or plastics"
560790,"Twine, cordage, ropes, cables; of materials n.e.c. in heading no. 5607, whether or not plaited, braided or impregnated, coated, covered, or sheathed with rubber or plastics"
560811,"Twine, cordage or rope; fishing nets, made up, of man made textile materials"
560819,"Twine, cordage or rope; knotted netting, for other than fishing, of man-made textile materials"
560890,"Twine, cordage or rope; knotted netting, of other than man-made textiles"
560900,"Yarn; articles of yarn, strip or the like of heading no. 5404 and 5405, twine, cordage, rope or cables n.e.c. or included"
570239,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of textile materials (other than man-made, wool or fine animal hair), of pile construction, not made up, n.e.c. in item no. 5702.10 or 5702.20"
570299,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of textile materials (other than man-made or wool or fine animal hair, not of pile construction), made up, n.e.c. in item no. 5702.10 or 5702.20"
570310,"Carpets and other textile floor coverings; tufted, of wool or fine animal hair, whether or not made up"
570320,"Carpets and other textile floor coverings; tufted, of nylon or other polyamides, whether or not made up"
570390,"Carpets and other textile floor coverings; tufted, of textile materials (other than man-made, wool or fine animal hair), whether or not made up"
570500,"Carpets and other textile floor coverings; n.e.c. in chapter 57, whether or not made up"
580110,"Fabrics; woven pile, of wool or fine animal hair, other than fabrics of heading no. 5802 or 5806"
580136,"Fabrics; chenille, of man-made fibres, other than fabrics of heading no. 5802 or 5806"
580190,"Fabrics; woven pile and chenille, of textile materials n.e.c. in heading no. 5801, other than fabrics of heading no. 5802 or 5806"
580410,"Tulles and other net fabrics; excluding woven, knitted or crocheted fabrics, (other than fabrics of headings 60.02 to 60.06)"
580421,"Lace; mechanically made, of man-made fibres in the piece, in strips or in motifs, (other than fabrics of headings 60.02 to 60.06)"
580500,"Tapestries; hand-woven, (Gobelins, Flanders, Aubusson, Beauvais and the like) and needle-worked tapestries (e.g. petit point, cross-stitch) whether or not made up"
580610,Fabrics; woven pile (including terry towelling and similar terry fabrics) and chenille fabrics (excluding goods of heading no. 5807)
580620,"Fabrics; narrow (excluding pile fabrics), containing by weight 5% or more of elastomeric yarn or rubber thread"
580631,"Fabrics; narrow woven fabrics, n.e.c. in heading no. 5806, of cotton (excluding goods of heading no. 5807)"
580632,"Fabrics, narrow woven fabrics, n.e.c. in heading no. 5806, of man-made fibres (excluding goods of heading no. 5807)"
580639,"Fabrics; narrow woven fabrics, n.e.c. in heading no. 5806, of textile materials n.e.c. in item no. 5806.3 (excluding goods of heading no. 5807)"
580640,"Fabrics; narrow woven, consisting of warp without weft, assembled by means of an adhesive (bolducs)"
580710,"Labels, badges and similar articles; woven, of textile materials, in the piece, in strips or cut to shape or size, not embroidered"
580790,"Labels, badges and similar articles; (other than woven), of textile materials, in the piece, in strips or cut to shape or size, not embroidered"
580890,"Ornamental trimmings; tassels, pompons and similar articles; ornamental trimmings in the piece, without embroidery, other than knitted or crocheted"
581091,"Embroidery; with visible ground, of cotton, in the piece, in strips or in motifs"
581092,"Embroidery; with visible ground, of man-made fibres, in the piece, in strips or in motifs"
581099,"Embroidery; with visible ground, of textile materials (other than cotton and man-made fibres), in the piece, in strips or in motifs"
581100,"Quilted textile products; in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise (excluding embroidery of heading no. 5810)"
590110,"Textile fabrics; coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like"
590190,"Textile fabrics; coated with gum or amylaceous substances, tracing cloth, prepared painting canvas, buckram and similar stiffened textile fabrics for hat foundations, (excluding book covers)"
590210,Textile fabrics; tyrecord of high tenacity yarn of nylon or other polyamides
590310,"Textile fabrics; impregnated, coated, covered or laminated with poly(vinyl chloride)"
590320,"Textile fabrics; impregnated, coated, covered or laminated with polyurethane"
590390,"Textile fabrics; impregnated, coated, covered or laminated with plastics, (excluding polyvinyl chloride, polyurethane and those of heading no. 5902)"
590410,"Linoleum, whether or not cut to shape"
